Created-At;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Text;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id
10/09/2022 1:38;knisaci.eth;1,20996E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"@osf_nft @MLeeJr This engagement is actually a lot of fun.
This is what mfers are all about. https://t.co/7kxLhxvfZW";;;0;1,56838E+18
10/09/2022 1:28;HeresMy.eth;1,43391E+18;HeresMyEth;1,43391E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"@osf_nft thank u so much for ur support

@MLeeJr thank u for letting me know to refresh metadata";;;0;1,56838E+18
10/09/2022 1:27;knisaci.eth;1,20996E+18;MLeeJr;22681084;und;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@MLeeJr @calladitafilm @osf_nft ?;;;0;1,56838E+18
10/09/2022 1:27;S ?;1,12379E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @marto_gm: AYOOO
refreshed metadata of my end of sartoshi 
as @MLeeJr @osf_nft and every mfer is doing

but i just got this, what dis me…";;;5;1,56838E+18
10/09/2022 1:26;knisaci.eth;1,20996E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @MLeeJr: mfers during bear market:
-funded @calladitafilm with nouns and punks
-3 month exhibition at sangfu rd in shanghai
-still here…";;;8;1,56838E+18
10/09/2022 1:17;Cozza ????????;1,45822E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @osf_nft: Who got the Grumpl 

@goblintown https://t.co/GmlvOj5rCc";;;68;1,56838E+18
10/09/2022 1:12;Quigley.eth;9,2905E+17;osf_nft;1,36693E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@osf_nft @doodles Fr;;;0;1,56838E+18
10/09/2022 1:09;Görkem;9,74621E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @culture3xyz: It's been teased already, but our podcast with @greatmando_nft and @osf_nft is out now??

'It had become plainly obvious t…";;;19;1,56838E+18
10/09/2022 1:05;Sith Sou (33.3%) ?;1,30114E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@osf_nft @doodles Is there communication in their discord to holders at least?;;;0;1,56838E+18
10/09/2022 0:59;Melissa Freund;26920147;osf_nft;1,36693E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@osf_nft Agatha Christie is turning in her grave in anticipation. Where's my Valium?;;;0;1,56837E+18
10/09/2022 0:53;mleejr.eth;22681084;m1kh41l;65399301;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@m1kh41l @osf_nft wen merch;;;0;1,56837E+18
10/09/2022 0:52;Halving Fun (rektguy, never ded);9,08294E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;RT @osf_nft: Testing the waters…we spoke about the current market, where we think value is and our recent deep dive report on @proof_xyz !…;;;12;1,56837E+18
10/09/2022 0:49;Hundeez ?;1,50004E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @osf_nft: Who got the Grumpl 

@goblintown https://t.co/GmlvOj5rCc";;;68;1,56837E+18
10/09/2022 0:48;M1kh41l.eth;65399301;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @MLeeJr What no merch?;;;0;1,56837E+18
10/09/2022 0:43;timbo.eth;1,34303E+18;timbo_eth;1,34303E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles Worth noting… I have expressed my disdain with their lack of engagement with the community but must stay critical of the core of their business and not just communications—on that, I am confident.;;;0;1,56837E+18
10/09/2022 0:42;timbo.eth;1,34303E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"@osf_nft @doodles You right. 

I think they will ensure their first communication back will be an attempt to ‘wow’— & I’m bias-ly confident that it will.

..based on the doodles’ hires it seems they are looking to play in a different arena. 

They’ve made";;;0;1,56837E+18
10/09/2022 0:41;Punkhunter.eth;1,4413E+18;osf_nft;1,36693E+18;und;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles https://t.co/Z9pPdOw5kk;;;0;1,56837E+18
10/09/2022 0:40;Punkhunter.eth;1,4413E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @osf_nft: The thing about @doodles not tweeting is that they know they should but it’s now kinda awkward if they do so maybe it’s better…;;;20;1,56837E+18
10/09/2022 0:38;092.eth | che.eth;9,215E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @osf_nft: Who got the Grumpl 

@goblintown https://t.co/GmlvOj5rCc";;;68;1,56837E+18
10/09/2022 0:38;????OO??OO?;9,43365E+17;kristophershinn;1,08937E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@kristophershinn @osf_nft @doodles THIS X20;;;0;1,56837E+18
10/09/2022 0:38;????OO??OO?;9,43365E+17;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @kristophershinn: @osf_nft @doodles Not sure why everyone’s so up in arms about a project that has always under promised and over delive…;;;1;1,56837E+18
10/09/2022 0:38;????OO??OO?;9,43365E+17;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles BANGERS ONLY;;;0;1,56837E+18
10/09/2022 0:37;? Wavy??? ??;7,76604E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @osf_nft: Who got the Grumpl 

@goblintown https://t.co/GmlvOj5rCc";;;68;1,56837E+18
10/09/2022 0:37;! +0x !;1975526953;___0x___;1975526953;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft i can show you how it works ?;;;0;1,56837E+18
10/09/2022 0:33;Netspawn????;2696355872;MLeeJr;22681084;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@MLeeJr @osf_nft Bricked.... UP;;;0;1,56837E+18
10/09/2022 0:31;KSwissPo;1,43885E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles Action is only way to de stress;;;0;1,56837E+18
10/09/2022 0:31;MasterChan.eth???? ?;84338206;retycoons;1,4909E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@retycoons rekt @osf_nft knows;;;0;1,56837E+18
10/09/2022 0:24;its Carl!;1,39275E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles I can think of many moments in my life that is parallel to this situation ?;;;0;1,56836E+18
10/09/2022 0:24;??? unclepennybag$;103970084;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @goblintown Whatttt;;;0;1,56836E+18
10/09/2022 0:22;RockieRockie.eth;3001703312;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft congrats on the 1 of 1 Grumpl  colab with @process_grey @truth @goblintown @McGoblinBurger.;;;0;1,56836E+18
10/09/2022 0:18;radicalnotions.eth;1,53866E+18;MattDoogue;1285581390;und;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@MattDoogue @osf_nft @doodles ???;;;0;1,56836E+18
10/09/2022 0:16;Veronika B;329494330;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;RT @Whoret2: @seedphrase @wolfdotgame @Overlord_xyz @rektguyNFT @osf_nft my air conditioning broke in my apartment so it’s 85 degrees, brig…;;;3;1,56836E+18
10/09/2022 0:15;monobirds.eth (SOLD OUT);1,56244E+18;marto_gm;1,44069E+18;en;<a href='https://monobirds.com' rel='nofollow'>Court of Owls</a>;@marto_gm @MLeeJr @osf_nft Why did the owl have to go to rehab? Because he was an owlcaholic.;;;0;1,56836E+18
10/09/2022 0:13;music mfers;1,49454E+18;MLeeJr;22681084;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@MLeeJr @osf_nft Dont know whats happening here but im down with it;;;0;1,56836E+18
10/09/2022 0:11;EBOSHI;1,4803E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @marto_gm: AYOOO
refreshed metadata of my end of sartoshi 
as @MLeeJr @osf_nft and every mfer is doing

but i just got this, what dis me…";;;5;1,56836E+18
10/09/2022 0:10;REKTpatrickjames;1,09565E+18;camolNFT;1,38782E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"@camolNFT You been REKT yet?
@rektguyNFT @osf_nft https://t.co/La1mklKOji";;;0;1,56836E+18
10/09/2022 0:06;marto;1,44069E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"AYOOO
refreshed metadata of my end of sartoshi 
as @MLeeJr @osf_nft and every mfer is doing

but i just got this, what dis means ? https://t.co/mWkMJtAYAY";;;5;1,56836E+18
10/09/2022 0:04;Buggy;1,30015E+18;kristophershinn;1,08937E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@kristophershinn @osf_nft @doodles Care to explain what they’ve delivered?;;;0;1,56836E+18
10/09/2022 0:03;FEiKU ?-?-??-??-?????-(33.3%) ?;1,35905E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @osf_nft: The thing about @doodles not tweeting is that they know they should but it’s now kinda awkward if they do so maybe it’s better…;;;20;1,56836E+18
09/09/2022 23:59;kristopher;1,08937E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles Not sure why everyone’s so up in arms about a project that has always under promised and over delivered ?????;;;1;1,56836E+18
09/09/2022 23:58;Burnasso ???;1,37736E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles difficutly to choose what‘s right and what‘s wrong ?;;;0;1,56836E+18
09/09/2022 23:57;hound;9,02801E+17;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @nft_look: Hey there, rektarmy ?

As of now, our Wallpaper Generator supports the @rektguyNFT collection.

https://t.co/QV0rUfmwG4

No w…";;;8;1,56836E+18
09/09/2022 23:49;NFTRaider6;1,46453E+18;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @goblintown That would be me!!! Super excited to be holding this!! Thank you!!;;;0;1,56836E+18
09/09/2022 23:47;NFTRaider6;1,46453E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @osf_nft: Who got the Grumpl 

@goblintown https://t.co/GmlvOj5rCc";;;68;1,56836E+18
09/09/2022 23:47;mleejr.eth;22681084;tinydinosnft;1,50243E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@tinydinosnft holy shit thank you sartoshi wow thank you @osf_nft;;;0;1,56836E+18
09/09/2022 23:46;J?i?m?m?? ??;1,54256E+18;osf_nft;1,36693E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@osf_nft @rektguyNFT 7704 doh ??;;;0;1,56836E+18
09/09/2022 23:43;MasterChan.eth???? ?;84338206;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;RT @MLeeJr: leaked footage of @osf_nft refreshing the metadata on his end of sartoshi open edition https://t.co/b8YbytsUDP;;;8;1,56835E+18
09/09/2022 23:43;mleejr.eth;22681084;net_spawn;2696355872;und;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@net_spawn @osf_nft ???;;;0;1,56835E+18
09/09/2022 23:39;fry.eth;1,46058E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;This @osf_nft 1/1 grumpl goes HARD https://t.co/Sw3DfPjDWf;;;0;1,56835E+18
09/09/2022 23:38;Nick;1,42792E+18;paperthynn;445844098;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@paperthynn Discords of @osf_nft and @money_clicc are alive and kicking mate!;;;0;1,56835E+18
09/09/2022 23:38;Marchrighty.eth;1,47897E+18;Gee__Gazza;1,09784E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@Gee__Gazza @osf_nft @NoKapRich @doodles The trick is to introduce them to someone they definitely don’t know and then watch them exchange names;;;0;1,56835E+18
09/09/2022 23:37;tranquila.eth ?????;8,5677E+17;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @osf_nft: The thing about @doodles not tweeting is that they know they should but it’s now kinda awkward if they do so maybe it’s better…;;;20;1,56835E+18
09/09/2022 23:37;The Patron of The ReRenaissance;1,5441E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @osf_nft: Who got the Grumpl 

@goblintown https://t.co/GmlvOj5rCc";;;68;1,56835E+18
09/09/2022 23:36;Insight;1,40194E+18;osf_nft;1,36693E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@osf_nft @doodles Such a British take XD!!!;;;0;1,56835E+18
09/09/2022 23:36;Insight;1,40194E+18;Gee__Gazza;1,09784E+18;ht;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@Gee__Gazza @osf_nft @NoKapRich @doodles lmao;;;0;1,56835E+18
09/09/2022 23:36;Mel ??;885722868;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles I’m pretty sure honesty & transparency is a direct solution for awkwardness ?????;;;0;1,56835E+18
09/09/2022 23:35;mleejr.eth;22681084;theartofjuss;1,44773E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@theartofjuss @osf_nft yikes;;;0;1,56835E+18
09/09/2022 23:34;Justin;1,44773E+18;MLeeJr;22681084;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@MLeeJr @osf_nft Congrats on the reveal mfer. Sad thing is I listed one.;;;0;1,56835E+18
09/09/2022 23:31;Dropmute;1,23985E+18;kingkong45_eth;1,4307E+18;en;<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>;@kingkong45_eth @goblintown The @osf_nft 1/1 is ?;;;0;1,56835E+18
09/09/2022 23:29;SuS_Crypt_Bigcat225;1,35332E+18;rektguyNFT;1,53228E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@rektguyNFT @osf_nft Oops my ledger fell into the water at the bored ape yacht club;;;0;1,56835E+18
09/09/2022 23:29;sh4rd;1,33166E+18;osf_nft;1,36693E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@osf_nft @doodles nah, all they have to do, when ready, is send one emoji;;;0;1,56835E+18
09/09/2022 23:25;! +0x !;1975526953;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft it’s true;;;0;1,56835E+18
09/09/2022 23:25;TylerD;9,8476E+17;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;Absolutely thrilled to see our man @osf_nft collaborating with @truth @goblintown for their #Grumpl reveal. Brilliant 1/1 piece in the distinctive #rektguy style! Congrats all on the beautifully executed reveal https://t.co/t9h7u0HdDF;;;1;1,56835E+18
09/09/2022 23:24;Hodl Hyena;1,39241E+18;rektguyNFT;1,53228E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@rektguyNFT @osf_nft ooouch;;;0;1,56835E+18
09/09/2022 23:24;mleejr.eth;22681084;illiquidkiki;1,48832E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@illiquidkiki @osf_nft mfers are blessed ?;;;0;1,56835E+18
09/09/2022 23:24;kiki ?????? mfer ??????;1,48832E+18;MLeeJr;22681084;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@MLeeJr @osf_nft Thank you, from the bottom of my heart, ser @osf_nft ??? I am forever grateful;;;0;1,56835E+18
09/09/2022 23:23;DegenPanda;1,37211E+18;Gee__Gazza;1,09784E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"@Gee__Gazza @osf_nft @NoKapRich @doodles i met someone in school and forgot their name 20 min later.

i asked them what their name was bc i forgot and the guy was like '....really?'

turns out we have the same name";;;0;1,56835E+18
09/09/2022 23:22;Trevor Jones ?;150713367;osf_nft;1,36693E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@osf_nft @doodles ?;;;0;1,56835E+18
09/09/2022 23:22;fluids.eth;2200248483;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles They better deliver something absolutely innovative and exceed expectation through the roof.;;;0;1,56835E+18
09/09/2022 23:21;DaveO.eth | 06010.eth;8,24793E+17;rektguyNFT;1,53228E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@rektguyNFT @osf_nft musta bought an ape at the top and panic sold;;;0;1,56835E+18
09/09/2022 23:20;Sniper-Junk;1,46474E+18;Domikage;1,46474E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@greatmando_nft @osf_nft;;;0;1,56835E+18
09/09/2022 23:20;dodo.pcc.eth;78507921;osf_nft;1,36693E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@osf_nft @doodles They forgot the password and can’t figure out how to reset it;;;0;1,56835E+18
09/09/2022 23:20;Dropmute;1,23985E+18;;-1;en;<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>;THERE IS AN @osf_nft GRUMPL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;;0;1,56835E+18
09/09/2022 23:19;Jean-Michel Pailhon;2547915701;rektguyNFT;1,53228E+18;und;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@rektguyNFT @osf_nft https://t.co/2PR38fzuKJ;;;0;1,56835E+18
09/09/2022 23:17;TylerD;9,8476E+17;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @osf_nft: Who got the Grumpl 

@goblintown https://t.co/GmlvOj5rCc";;;68;1,56835E+18
09/09/2022 23:17;mleejr.eth;22681084;illiquidkiki;1,48832E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"@illiquidkiki thank you so much kiki...humbling.

but to be fair please also join me in thanking @osf_nft mfer for making this possible.";;;0;1,56835E+18
09/09/2022 23:15;Underoath72.eth / MAYC13310.eth;370738583;osf_nft;1,36693E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@osf_nft @rektguyNFT And they're selling for a loss #Rekt;;;0;1,56835E+18
09/09/2022 23:15;Matt Doogue;1285581390;osf_nft;1,36693E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles This is like holding a bag to zero;;;0;1,56835E+18
09/09/2022 23:14;Lab Max;54609434;osf_nft;1,36693E+18;ca;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @doodles Digital product get digital stories ???;;;0;1,56835E+18
09/09/2022 23:14;Lab Max;54609434;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @osf_nft: The thing about @doodles not tweeting is that they know they should but it’s now kinda awkward if they do so maybe it’s better…;;;20;1,56835E+18
09/09/2022 23:13;GeeGazza ?;1,09784E+18;Gee__Gazza;1,09784E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@osf_nft @NoKapRich @doodles This is web3 equivalent. Never thought I’d see it.;;;0;1,56835E+18
09/09/2022 23:13;Seymour // -696.eth?;1,47962E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @osf_nft: The thing about @doodles not tweeting is that they know they should but it’s now kinda awkward if they do so maybe it’s better…;;;20;1,56835E+18
09/09/2022 23:13;britney;236463367;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;RT @gem_miner11: @osf_nft @doodles “New phone, who dis” with a pic of Pharrell would send them to 15 eth;;;2;1,56835E+18
